jurisdiction,includes_jails,year,prisoner_count,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft
VIRGINIA,False,2004,31072,False,False,7481332.0,20608.0,390.0,1816.0,,6899.0,11503.0,200368.0,28759.0,154154.0,17455.0
WASHINGTON,False,2004,16503,False,False,6207046.0,21330.0,190.0,2857.0,,5866.0,12417.0,300837.0,60632.0,196972.0,43233.0
WEST VIRGINIA,False,2004,3990,False,False,1812548.0,5110.0,68.0,346.0,,774.0,3922.0,46326.0,10994.0,31566.0,3766.0
WISCONSIN,False,2004,22152,False,False,5503533.0,11548.0,154.0,1136.0,,4067.0,6191.0,146710.0,23854.0,111482.0,11374.0
WYOMING,False,2004,1765,False,False,505887.0,1163.0,11.0,112.0,,67.0,973.0,16889.0,2738.0,13352.0,799.0
FEDERAL,False,2005,186364,,,,,,,,,,,,,
ALABAMA,False,2005,24315,False,False,4548327.0,19678.0,374.0,1564.0,,6447.0,11293.0,177393.0,43473.0,120780.0,13140.0
ALASKA,True,2005,4798,False,False,663253.0,4194.0,32.0,538.0,,537.0,3087.0,23975.0,4131.0,17249.0,2595.0
ARIZONA,False,2005,33345,False,False,5953007.0,30478.0,445.0,2006.0,,8579.0,19448.0,287345.0,56328.0,176112.0,54905.0
ARKANSAS,False,2005,12455,False,False,2775708.0,14670.0,189.0,1202.0,,2532.0,10747.0,112914.0,30118.0,75510.0,7286.0
CALIFORNIA,False,2005,168035,False,False,36154147.0,190178.0,2503.0,9392.0,,63622.0,114661.0,1200531.0,250521.0,692467.0,257543.0
COLORADO,False,2005,21063,False,False,4663295.0,18498.0,173.0,2026.0,,3948.0,12351.0,188449.0,34746.0,127602.0,26101.0
CONNECTICUT,True,2005,17928,False,False,3500701.0,9542.0,105.0,712.0,,3933.0,4792.0,90270.0,15245.0,64416.0,10609.0
DELAWARE,True,2005,6788,False,False,841741.0,5332.0,37.0,377.0,,1306.0,3612.0,26245.0,5811.0,18085.0,2349.0
FLORIDA,False,2005,86559,False,False,17768191.0,125957.0,883.0,6592.0,,30141.0,88341.0,712998.0,164783.0,472912.0,75303.0
GEORGIA,False,2005,48749,False,False,9132553.0,40725.0,564.0,2143.0,,14041.0,23977.0,378534.0,84463.0,249594.0,44477.0
HAWAII,True,2005,5739,False,False,1273278.0,3253.0,24.0,343.0,,1001.0,1885.0,61115.0,9792.0,42188.0,9135.0
IDAHO,False,2005,6249,False,False,1429367.0,3670.0,35.0,577.0,,266.0,2792.0,38556.0,8066.0,27606.0,2884.0
ILLINOIS,False,2005,44919,False,True,12765427.0,70496.0,770.0,4313.0,,23255.0,42158.0,394670.0,77635.0,277662.0,39373.0
INDIANA,False,2005,22760,False,False,6266019.0,20302.0,356.0,1856.0,,6809.0,11281.0,216778.0,43756.0,151278.0,21744.0
IOWA,False,2005,8737,False,False,2965524.0,8697.0,40.0,847.0,,1153.0,6657.0,84370.0,18147.0,60723.0,5500.0
KANSAS,False,2005,9090,False,False,2748172.0,10701.0,101.0,1098.0,,1795.0,7707.0,104588.0,19028.0,76222.0,9338.0
KENTUCKY,False,2005,14904,False,False,4172608.0,11134.0,190.0,1421.0,,3690.0,5833.0,105608.0,26458.0,70354.0,8796.0
LOUISIANA,False,2005,19371,False,False,4507331.0,26889.0,450.0,1421.0,,5337.0,19681.0,166611.0,39382.0,112840.0,14389.0
MAINE,False,2005,1970,False,False,1318220.0,1483.0,19.0,326.0,,323.0,815.0,31889.0,6323.0,24218.0,1348.0
MARYLAND,False,2005,22553,False,False,5589599.0,39369.0,552.0,1266.0,,14378.0,23173.0,198483.0,35922.0,128491.0,34070.0
MASSACHUSETTS,False,2005,10348,False,False,6433367.0,29644.0,178.0,1751.0,,7837.0,19878.0,151727.0,34728.0,98079.0,18920.0
MICHIGAN,False,2005,49493,False,False,10100833.0,55936.0,629.0,5199.0,,13348.0,36760.0,312892.0,70527.0,194090.0,48275.0
MINNESOTA,False,2005,8718,False,False,5126739.0,15243.0,115.0,2258.0,,4724.0,8146.0,158301.0,29716.0,114304.0,14281.0
MISSISSIPPI,False,2005,16089,False,False,2908496.0,8131.0,214.0,1147.0,,2405.0,4365.0,95231.0,26866.0,60873.0,7492.0
MISSOURI,False,2005,30415,False,False,5797703.0,30477.0,402.0,1625.0,,7196.0,21254.0,227809.0,42822.0,159288.0,25699.0
MONTANA,False,2005,2822,False,False,934737.0,2634.0,18.0,301.0,,177.0,2138.0,29407.0,3642.0,23794.0,1971.0
NEBRASKA,False,2005,4405,False,False,1758163.0,5052.0,44.0,581.0,,1040.0,3387.0,60348.0,9408.0,45359.0,5581.0
NEVADA,False,2005,11662,False,False,2412301.0,14654.0,206.0,1016.0,,4702.0,8730.0,102424.0,23481.0,52012.0,26931.0
NEW HAMPSHIRE,False,2005,2423,False,False,1306819.0,1761.0,19.0,406.0,,365.0,971.0,24031.0,4192.0,18493.0,1346.0
NEW JERSEY,False,2005,25619,False,False,8703150.0,30919.0,417.0,1208.0,,13215.0,16079.0,203391.0,38980.0,136728.0,27683.0
NEW MEXICO,False,2005,6571,False,False,1925985.0,12448.0,144.0,1041.0,,1893.0,9370.0,79575.0,20939.0,50707.0,7929.0
NEW YORK,False,2005,63032,False,False,19315721.0,85839.0,874.0,3636.0,,35179.0,46150.0,405990.0,68034.0,302220.0,35736.0
NORTH CAROLINA,False,2005,36646,False,False,8672459.0,40650.0,585.0,2302.0,,12635.0,25128.0,353855.0,104298.0,221091.0,28466.0
NORTH DAKOTA,False,2005,1318,False,False,634605.0,706.0,12.0,180.0,,54.0,460.0,12848.0,2043.0,9732.0,1073.0
OHIO,False,2005,45189,False,False,11470685.0,40162.0,590.0,4671.0,,18673.0,16228.0,420705.0,100183.0,279051.0,41471.0
OKLAHOMA,False,2005,22907,False,False,3543442.0,18044.0,187.0,1481.0,,3230.0,13146.0,143406.0,35692.0,93814.0,13900.0
OREGON,False,2005,12887,False,False,3638871.0,10444.0,80.0,1266.0,,2478.0,6620.0,160199.0,27621.0,113316.0,19262.0
PENNSYLVANIA,False,2005,41941,False,False,12405348.0,52761.0,756.0,3586.0,,19214.0,29205.0,300444.0,56134.0,214916.0,29394.0
RHODE ISLAND,True,2005,3414,False,False,1073579.0,2710.0,34.0,323.0,,776.0,1577.0,29287.0,5319.0,19567.0,4401.0
SOUTH CAROLINA,False,2005,22456,False,False,4246933.0,32590.0,314.0,1862.0,,5657.0,24757.0,185606.0,42741.0,126489.0,16376.0
SOUTH DAKOTA,False,2005,3346,False,False,774883.0,1387.0,18.0,377.0,,145.0,847.0,13694.0,2505.0,10350.0,839.0
TENNESSEE,False,2005,19270,False,False,5955745.0,45104.0,431.0,2194.0,,10009.0,32470.0,256093.0,61508.0,169357.0,25228.0
TEXAS,False,2005,157081,False,False,22928508.0,121091.0,1407.0,8511.0,,35790.0,75383.0,990293.0,219828.0,677042.0,93423.0
UTAH,False,2005,5058,False,False,2490334.0,5612.0,56.0,920.0,,1095.0,3541.0,95546.0,14971.0,72082.0,8493.0
VERMONT,True,2005,2078,False,False,622387.0,782.0,8.0,153.0,,76.0,545.0,14749.0,3185.0,10894.0,670.0
VIRGINIA,False,2005,30722,False,False,7564327.0,21434.0,458.0,1763.0,,7495.0,11718.0,200404.0,29829.0,154584.0,15991.0
WASHINGTON,False,2005,16781,False,False,6291899.0,21745.0,205.0,2811.0,,5788.0,12941.0,307661.0,60343.0,198031.0,49287.0
WEST VIRGINIA,False,2005,4036,False,False,1814083.0,4968.0,82.0,335.0,,816.0,3735.0,47757.0,11334.0,32603.0,3820.0
WISCONSIN,False,2005,21921,False,False,5527644.0,13367.0,206.0,1135.0,,4555.0,7471.0,147556.0,24448.0,110531.0,12577.0
WYOMING,False,2005,2096,False,False,508798.0,1172.0,14.0,122.0,,78.0,958.0,16070.0,2426.0,12905.0,739.0
FEDERAL,False,2006,190844,,,,,,,,,,,,,
ALABAMA,False,2006,24103,False,False,4599030.0,19553.0,382.0,1646.0,,7062.0,10463.0,181249.0,44780.0,121451.0,15018.0
ALASKA,True,2006,5052,False,False,670053.0,4610.0,36.0,512.0,,600.0,3462.0,23975.0,4155.0,17284.0,2536.0
ARIZONA,False,2006,35752,False,False,6166318.0,33456.0,533.0,2449.0,,9491.0,20983.0,294389.0,59418.0,178321.0,56650.0
ARKANSAS,False,2006,12854,False,False,2810872.0,15538.0,205.0,1325.0,,2749.0,11259.0,112025.0,31864.0,72646.0,7515.0
CALIFORNIA,False,2006,172298,False,False,36457549.0,194483.0,2486.0,9235.0,,71142.0,111620.0,1159988.0,247230.0,669103.0,243655.0
COLORADO,False,2006,22051,False,False,4753377.0,18794.0,171.0,2158.0,,3824.0,12641.0,163439.0,32411.0,110372.0,20656.0
CONNECTICUT,True,2006,18902,False,False,3504809.0,10505.0,137.0,696.0,,4460.0,5212.0,90638.0,15583.0,64765.0,10290.0
DELAWARE,True,2006,7021,False,False,853476.0,5983.0,42.0,417.0,,1791.0,3733.0,29670.0,6337.0,20449.0,2884.0
FLORIDA,False,2006,90377,False,False,18089888.0,129602.0,1129.0,6475.0,,34147.0,87851.0,721101.0,170873.0,473774.0,76454.0
GEORGIA,False,2006,52792,False,False,9363941.0,44754.0,605.0,2169.0,,15511.0,26469.0,362712.0,85140.0,234445.0,43127.0
HAWAII,True,2006,5510,False,False,1285498.0,3608.0,21.0,353.0,,1144.0,2090.0,54247.0,8724.0,37784.0,7739.0
IDAHO,False,2006,6665,False,False,1466465.0,3666.0,35.0,611.0,,294.0,2726.0,35135.0,7545.0,25154.0,2436.0
ILLINOIS,False,2006,45106,False,True,12831970.0,69498.0,780.0,4078.0,,23782.0,40858.0,387478.0,77259.0,272578.0,37641.0
INDIANA,False,2006,24901,False,False,6313520.0,20303.0,361.0,1811.0,,7175.0,10956.0,217783.0,45538.0,150655.0,21590.0
IOWA,False,2006,8838,False,False,2982085.0,8521.0,55.0,871.0,,1309.0,6286.0,84202.0,18160.0,60998.0,5044.0
KANSAS,False,2006,8833,False,False,2764075.0,11960.0,125.0,1279.0,,1878.0,8678.0,104260.0,20086.0,75450.0,8724.0
KENTUCKY,False,2006,15589,False,False,4206074.0,11361.0,173.0,1312.0,,3850.0,6026.0,109428.0,27867.0,72197.0,9364.0
LOUISIANA,False,2006,20815,False,False,4287768.0,30923.0,555.0,1587.0,,5928.0,22853.0,174975.0,46703.0,112605.0,15667.0
MAINE,False,2006,2083,False,False,1321574.0,1533.0,23.0,341.0,,383.0,786.0,33658.0,6846.0,25465.0,1347.0
MARYLAND,False,2006,22662,False,False,5615727.0,38111.0,546.0,1178.0,,14376.0,22011.0,195484.0,37459.0,127502.0,30523.0
MASSACHUSETTS,False,2006,10773,False,False,6437193.0,32217.0,188.0,1771.0,,8080.0,22178.0,153943.0,35243.0,100725.0,17975.0
MICHIGAN,False,2006,51515,False,False,10095643.0,56981.0,721.0,5347.0,,14229.0,36684.0,325594.0,76313.0,199183.0,50098.0
MINNESOTA,False,2006,8814,False,False,5167101.0,16042.0,126.0,1645.0,,5441.0,8830.0,159276.0,30306.0,115693.0,13277.0
MISSISSIPPI,False,2006,16384,False,False,2910540.0,9076.0,231.0,1039.0,,3259.0,4547.0,92853.0,27117.0,57406.0,8330.0
MISSOURI,False,2006,30116,False,False,5842713.0,31897.0,369.0,1764.0,,7597.0,22167.0,224007.0,44734.0,153874.0,25399.0
MONTANA,False,2006,2948,False,False,944632.0,3564.0,33.0,348.0,,233.0,2950.0,26986.0,3380.0,21659.0,1947.0
NEBRASKA,False,2006,4399,False,False,1768331.0,5197.0,51.0,577.0,,1136.0,3433.0,59411.0,9535.0,44710.0,5166.0
NEVADA,False,2006,12754,False,False,2495529.0,18687.0,226.0,1092.0,,7038.0,10331.0,102338.0,24902.0,50429.0,27007.0
NEW HAMPSHIRE,False,2006,2676,False,False,1314895.0,1785.0,13.0,295.0,,435.0,1042.0,26060.0,4395.0,20179.0,1486.0
NEW JERSEY,False,2006,25554,False,False,8724560.0,30550.0,427.0,1201.0,,13360.0,15562.0,198820.0,39384.0,134687.0,24749.0
NEW MEXICO,False,2006,6639,False,False,1954599.0,12797.0,134.0,1073.0,,2095.0,9495.0,76000.0,20906.0,45864.0,9230.0
NEW YORK,False,2006,63538,False,False,19306183.0,84016.0,922.0,3168.0,,34459.0,45467.0,398577.0,68617.0,297827.0,32133.0
NORTH CAROLINA,False,2006,37725,False,False,8856505.0,42088.0,539.0,2495.0,,13468.0,25586.0,364549.0,107333.0,227114.0,30102.0
NORTH DAKOTA,False,2006,1337,False,False,635867.0,1255.0,14.0,241.0,,75.0,925.0,13359.0,2601.0,9672.0,1086.0
OHIO,False,2006,48482,False,False,11478006.0,41491.0,560.0,4770.0,,19418.0,16743.0,423334.0,105639.0,279718.0,37977.0
OKLAHOMA,False,2006,22873,False,False,3579212.0,17905.0,210.0,1488.0,,3145.0,13062.0,129728.0,34437.0,81853.0,13438.0
OREGON,False,2006,13191,False,False,3700758.0,10534.0,88.0,1219.0,,2711.0,6516.0,137858.0,24324.0,98897.0,14637.0
PENNSYLVANIA,False,2006,43971,False,False,12440621.0,55028.0,741.0,3611.0,,21095.0,29581.0,304589.0,57739.0,217142.0,29708.0
RHODE ISLAND,True,2006,3713,False,False,1067610.0,2460.0,27.0,289.0,,740.0,1404.0,27914.0,5453.0,18852.0,3609.0
SOUTH CAROLINA,False,2006,22930,False,False,4321249.0,33322.0,362.0,1834.0,,5902.0,25224.0,184712.0,42952.0,125075.0,16685.0
SOUTH DAKOTA,False,2006,3316,False,False,781919.0,2071.0,30.0,465.0,,158.0,1418.0,13812.0,3024.0,9954.0,834.0
TENNESSEE,False,2006,19312,False,False,6038803.0,46043.0,419.0,2194.0,,11143.0,32287.0,249860.0,63024.0,164183.0,22653.0
TEXAS,False,2006,158510,False,False,23507783.0,121602.0,1386.0,8429.0,,37256.0,74531.0,959846.0,215710.0,648711.0,95425.0
UTAH,False,2006,5031,False,False,2550063.0,5771.0,51.0,891.0,,1242.0,3587.0,89572.0,14721.0,66480.0,8371.0
VERMONT,True,2006,2215,False,False,623908.0,905.0,14.0,173.0,,114.0,604.0,14920.0,3443.0,10857.0,620.0
VIRGINIA,False,2006,30823,False,False,7642884.0,21683.0,403.0,1829.0,,7779.0,11672.0,190257.0,32166.0,143292.0,14799.0
WASHINGTON,False,2006,16827,False,False,6395798.0,22303.0,197.0,2748.0,,6424.0,12934.0,288456.0,58843.0,183179.0,46434.0
WEST VIRGINIA,False,2006,4367,False,False,1818470.0,5113.0,80.0,404.0,,853.0,3776.0,47941.0,11579.0,32305.0,4057.0
WISCONSIN,False,2006,22564,False,False,5556506.0,15899.0,165.0,1233.0,,5564.0,8937.0,156748.0,27038.0,115682.0,14028.0
WYOMING,False,2006,2035,False,False,515004.0,1307.0,13.0,151.0,,72.0,1071.0,15381.0,2322.0,12255.0,804.0
FEDERAL,False,2007,197285,,,,,,,,,,,,,
ALABAMA,False,2007,25253,False,False,4627851.0,20775.0,412.0,1548.0,,7398.0,11417.0,184082.0,45379.0,124465.0,14238.0
ALASKA,True,2007,5151,False,False,683478.0,4520.0,43.0,545.0,,581.0,3351.0,23096.0,3734.0,16929.0,2433.0
ARIZONA,False,2007,37700,False,False,6338755.0,32835.0,548.0,2353.0,,9764.0,20170.0,287308.0,59988.0,177076.0,50244.0
ARKANSAS,False,2007,13275,False,False,2834797.0,15226.0,198.0,1294.0,,3105.0,10629.0,112130.0,32035.0,73096.0,6999.0
CALIFORNIA,False,2007,171444,False,False,36553215.0,191561.0,2262.0,9046.0,,70706.0,109547.0,1112510.0,237850.0,654526.0,220134.0
COLORADO,False,2007,22666,False,False,4861515.0,17101.0,155.0,2075.0,,3461.0,11410.0,145808.0,28633.0,100519.0,16656.0
CONNECTICUT,True,2007,19438,False,False,3502309.0,10547.0,113.0,690.0,,4303.0,5441.0,86528.0,15640.0,60937.0,9951.0
DELAWARE,True,2007,7110,False,False,864764.0,6100.0,39.0,341.0,,1763.0,3957.0,29216.0,6420.0,20454.0,2342.0
FLORIDA,False,2007,95187,False,False,18251243.0,131878.0,1202.0,6149.0,,38155.0,86372.0,746249.0,181836.0,490783.0,73630.0
GEORGIA,False,2007,54256,False,False,9544750.0,46917.0,720.0,2198.0,,17291.0,26708.0,371248.0,90294.0,238436.0,42518.0
HAWAII,True,2007,5457,False,False,1283388.0,3544.0,24.0,377.0,,1122.0,2021.0,52866.0,9089.0,37494.0,6283.0
IDAHO,False,2007,7055,False,False,1499402.0,3841.0,49.0,607.0,,243.0,2942.0,34124.0,7131.0,24727.0,2266.0
ILLINOIS,False,2007,45215,False,True,12852548.0,68528.0,752.0,4103.0,,23100.0,40573.0,377322.0,75524.0,267911.0,33887.0
INDIANA,False,2007,25137,False,False,6345289.0,21310.0,350.0,1738.0,,7845.0,11377.0,213887.0,46485.0,147999.0,19403.0
IOWA,False,2007,8692,False,False,2988046.0,8970.0,39.0,970.0,,1328.0,6633.0,79133.0,17176.0,57018.0,4939.0
KANSAS,False,2007,8721,False,False,2775997.0,12730.0,106.0,1287.0,,2022.0,9315.0,102961.0,20461.0,73900.0,8600.0
KENTUCKY,False,2007,15364,False,False,4241474.0,12329.0,206.0,1365.0,,4068.0,6690.0,107987.0,27820.0,71489.0,8678.0
LOUISIANA,False,2007,20461,False,False,4293204.0,31789.0,625.0,1427.0,,6316.0,23421.0,180516.0,46932.0,118291.0,15293.0
MAINE,False,2007,2148,False,False,1317207.0,1565.0,20.0,392.0,,349.0,804.0,32249.0,6745.0,24228.0,1276.0
MARYLAND,False,2007,23184,False,False,5618344.0,36063.0,554.0,1179.0,,13258.0,21072.0,192796.0,37095.0,127308.0,28393.0
MASSACHUSETTS,False,2007,11071,False,False,6449755.0,28487.0,187.0,1643.0,,7021.0,19636.0,154743.0,35767.0,103925.0,15051.0
MICHIGAN,False,2007,50233,False,False,10071822.0,53765.0,661.0,4592.0,,13365.0,35147.0,308550.0,75273.0,191289.0,41988.0
MINNESOTA,False,2007,9192,False,False,5197621.0,15054.0,116.0,1873.0,,4770.0,8295.0,158257.0,29717.0,115892.0,12648.0
MISSISSIPPI,False,2007,17478,False,False,2918785.0,8502.0,202.0,1033.0,,2896.0,4371.0,90887.0,27223.0,56473.0,7191.0
MISSOURI,False,2007,29823,False,False,5878415.0,32962.0,367.0,1785.0,,7728.0,23082.0,225113.0,44897.0,156319.0,23897.0
MONTANA,False,2007,2909,False,False,957861.0,3638.0,27.0,363.0,,233.0,3015.0,27837.0,3476.0,22315.0,2046.0
NEBRASKA,False,2007,4402,False,False,1774571.0,5524.0,71.0,550.0,,1115.0,3788.0,55765.0,9035.0,41484.0,5246.0
NEVADA,False,2007,13311,False,False,2565382.0,19365.0,193.0,1096.0,,6938.0,11138.0,97118.0,24911.0,49844.0,22363.0
NEW HAMPSHIRE,False,2007,2759,False,False,1315828.0,1896.0,12.0,357.0,,451.0,1076.0,26394.0,5074.0,19909.0,1411.0
NEW JERSEY,False,2007,25354,False,False,8685920.0,28544.0,381.0,1032.0,,12567.0,14564.0,192338.0,37234.0,133145.0,21959.0
NEW MEXICO,False,2007,6429,False,False,1969915.0,13311.0,183.0,1028.0,,2323.0,9777.0,75168.0,20823.0,45442.0,8903.0
NEW YORK,False,2007,62738,False,False,19297729.0,79962.0,805.0,2928.0,,31085.0,45144.0,383624.0,64914.0,290681.0,28029.0
NORTH CAROLINA,False,2007,38240,False,False,9061032.0,42231.0,584.0,2386.0,,13534.0,25727.0,369893.0,108700.0,233241.0,27952.0
NORTH DAKOTA,False,2007,1392,False,False,639715.0,1343.0,17.0,252.0,,75.0,999.0,12796.0,2314.0,9500.0,982.0
OHIO,False,2007,49894,False,False,11466917.0,40759.0,529.0,4661.0,,18351.0,17218.0,397681.0,99049.0,264677.0,33955.0
OKLAHOMA,False,2007,23778,False,False,3617316.0,18234.0,224.0,1565.0,,3392.0,13053.0,128714.0,34367.0,80747.0,13600.0
OREGON,False,2007,13373,False,False,3747455.0,11015.0,76.0,1276.0,,2864.0,6799.0,132773.0,22979.0,95157.0,14637.0
PENNSYLVANIA,False,2007,45530,False,False,12432792.0,51806.0,725.0,3443.0,,19440.0,28198.0,293850.0,56091.0,211248.0,26511.0
RHODE ISLAND,True,2007,3745,False,False,1057832.0,2424.0,19.0,258.0,,760.0,1387.0,27576.0,5206.0,19175.0,3195.0
SOUTH CAROLINA,False,2007,23578,False,False,4407709.0,34630.0,364.0,1773.0,,6354.0,26139.0,189304.0,45398.0,126802.0,17104.0
SOUTH DAKOTA,False,2007,3276,False,False,796214.0,1926.0,31.0,433.0,,118.0,1344.0,13829.0,2647.0,10398.0,784.0
TENNESSEE,False,2007,19268,False,False,6156719.0,46482.0,405.0,2201.0,,11033.0,32843.0,252342.0,61817.0,168807.0,21718.0
TEXAS,False,2007,158576,False,False,23904380.0,122014.0,1419.0,8460.0,,38778.0,73357.0,985421.0,228320.0,663101.0,94000.0
UTAH,False,2007,5165,False,False,2645330.0,6347.0,59.0,935.0,,1425.0,3928.0,93082.0,15594.0,68573.0,8915.0
VERMONT,True,2007,2116,False,False,621254.0,802.0,13.0,128.0,,79.0,582.0,14702.0,3200.0,10853.0,649.0
VIRGINIA,False,2007,32977,False,False,7712091.0,21035.0,415.0,1793.0,,7696.0,11131.0,191763.0,32028.0,145634.0,14101.0
WASHINGTON,False,2007,16911,False,False,6468424.0,21768.0,174.0,2653.0,,6079.0,12862.0,261776.0,52874.0,170782.0,38120.0
WEST VIRGINIA,False,2007,4907,False,False,1812035.0,5016.0,65.0,388.0,,847.0,3716.0,45620.0,10822.0,31321.0,3477.0
WISCONSIN,False,2007,22839,False,False,5601640.0,16330.0,185.0,1227.0,,5480.0,9438.0,159305.0,27890.0,117957.0,13458.0
WYOMING,False,2007,1927,False,False,522830.0,1344.0,21.0,172.0,,84.0,1067.0,15053.0,2365.0,11875.0,813.0
FEDERAL,False,2008,198414,,,,,,,,,,,,,
ALABAMA,False,2008,25363,False,False,4661900.0,21110.0,351.0,1618.0,,7346.0,11795.0,190416.0,50411.0,126539.0,13466.0
ALASKA,True,2008,4997,False,False,686293.0,4475.0,27.0,447.0,,645.0,3356.0,20090.0,3237.0,15225.0,1628.0
ARIZONA,False,2008,39455,False,False,6500180.0,31567.0,462.0,2200.0,,9809.0,19096.0,266653.0,58606.0,169460.0,38587.0
ARKANSAS,False,2008,13135,False,False,2855390.0,14649.0,165.0,1463.0,,2777.0,10244.0,110360.0,33912.0,69905.0,6543.0
CALIFORNIA,False,2008,171085,False,False,36756666.0,185329.0,2142.0,8903.0,,69388.0,104896.0,1080996.0,237811.0,650656.0,192529.0
COLORADO,False,2008,23211,False,False,4939456.0,17480.0,165.0,2151.0,,3404.0,11760.0,139340.0,28054.0,97937.0,13349.0
CONNECTICUT,True,2008,19905,False,False,3501252.0,10737.0,132.0,680.0,,4043.0,5882.0,87210.0,15107.0,63212.0,8891.0
DELAWARE,True,2008,6944,False,False,873092.0,6187.0,57.0,371.0,,1847.0,3912.0,31385.0,6783.0,22045.0,2557.0
FLORIDA,False,2008,99878,False,False,18328340.0,126256.0,1168.0,5972.0,,36268.0,82848.0,758889.0,188472.0,506902.0,63515.0
GEORGIA,False,2008,52719,False,False,9685744.0,47353.0,640.0,2334.0,,17808.0,26571.0,387917.0,100564.0,247709.0,39644.0
HAWAII,True,2008,5455,False,False,1288198.0,3510.0,26.0,363.0,,1085.0,2036.0,45944.0,9404.0,31424.0,5116.0
IDAHO,False,2008,7033,False,False,1523816.0,3680.0,23.0,579.0,,239.0,2839.0,31940.0,6748.0,23532.0,1660.0
ILLINOIS,False,2008,45474,False,True,12901563.0,67780.0,790.0,4118.0,,24054.0,38818.0,378355.0,78968.0,266815.0,32572.0
INDIANA,False,2008,26392,False,False,6376792.0,21525.0,322.0,1711.0,,7580.0,11912.0,213639.0,48805.0,147334.0,17500.0
IOWA,False,2008,8723,False,False,3002555.0,8651.0,77.0,937.0,,1249.0,6388.0,73273.0,16598.0,52299.0,4376.0
KANSAS,False,2008,8556,False,False,2802134.0,11554.0,113.0,1226.0,,1681.0,8534.0,94882.0,19651.0,67826.0,7405.0
KENTUCKY,False,2008,15260,False,False,4269245.0,12690.0,201.0,1457.0,,4080.0,6952.0,114492.0,29556.0,77279.0,7657.0
LOUISIANA,False,2008,20857,False,False,4410796.0,29613.0,544.0,1250.0,,6241.0,21578.0,171179.0,45524.0,112091.0,13564.0
MAINE,False,2008,2047,False,False,1316456.0,1572.0,31.0,379.0,,333.0,829.0,32433.0,6559.0,24695.0,1179.0
MARYLAND,False,2008,23141,False,False,5633597.0,35393.0,493.0,1127.0,,13203.0,20570.0,198165.0,38849.0,133983.0,25333.0
MASSACHUSETTS,False,2008,11174,False,False,6497967.0,30137.0,166.0,1751.0,,7077.0,21143.0,155919.0,36251.0,106913.0,12755.0
MICHIGAN,False,2008,48738,False,False,10003422.0,51512.0,554.0,4507.0,,13246.0,33205.0,295100.0,74787.0,184558.0,35755.0
MINNESOTA,False,2008,9031,False,False,5220393.0,13853.0,110.0,1805.0,,4179.0,7759.0,149517.0,26558.0,112764.0,10195.0
MISSISSIPPI,False,2008,17896,False,False,2938618.0,8942.0,236.0,958.0,,3079.0,4669.0,85488.0,25506.0,53730.0,6252.0
MISSOURI,False,2008,30137,False,False,5911605.0,29701.0,456.0,1612.0,,7395.0,20238.0,216522.0,45763.0,150002.0,20757.0
MONTANA,False,2008,2910,False,False,967440.0,3013.0,40.0,358.0,,204.0,2411.0,26300.0,3689.0,20834.0,1777.0
NEBRASKA,False,2008,4470,False,False,1783432.0,5570.0,69.0,601.0,,1297.0,3603.0,51350.0,8731.0,38394.0,4225.0
NEVADA,False,2008,12877,False,False,2600167.0,18973.0,165.0,1106.0,,6486.0,11216.0,90006.0,24254.0,49814.0,15938.0
NEW HAMPSHIRE,False,2008,2854,False,False,1315809.0,2054.0,14.0,385.0,,421.0,1234.0,28387.0,4266.0,22714.0,1407.0
NEW JERSEY,False,2008,24835,False,False,8682661.0,28351.0,376.0,1122.0,,12701.0,14152.0,199127.0,40402.0,138545.0,20180.0
NEW MEXICO,False,2008,6321,False,False,1984356.0,12967.0,161.0,1118.0,,2151.0,9537.0,75718.0,20706.0,46995.0,8017.0
NEW YORK,False,2008,60198,False,False,19490297.0,77546.0,836.0,2798.0,,31787.0,42125.0,388599.0,65544.0,297962.0,25093.0
NORTH CAROLINA,False,2008,39957,False,False,9222414.0,43125.0,599.0,2296.0,,14323.0,25907.0,372763.0,111556.0,234480.0,26727.0
NORTH DAKOTA,False,2008,1379,False,False,641481.0,1441.0,11.0,331.0,,73.0,1026.0,13029.0,2336.0,9782.0,911.0
OHIO,False,2008,50884,False,False,11485910.0,40436.0,547.0,4531.0,,18706.0,16652.0,391667.0,102428.0,260788.0,28451.0
OKLAHOMA,False,2008,23676,False,False,3642361.0,19359.0,215.0,1471.0,,3698.0,13975.0,126535.0,35247.0,80265.0,11023.0
OREGON,False,2008,13541,False,False,3790060.0,9909.0,87.0,1183.0,,2656.0,5983.0,125169.0,21115.0,92677.0,11377.0
PENNSYLVANIA,False,2008,48736,False,False,12448279.0,51044.0,705.0,3485.0,,18873.0,27981.0,300294.0,58687.0,219115.0,22492.0
RHODE ISLAND,True,2008,3739,False,False,1050788.0,2656.0,31.0,282.0,,880.0,1463.0,29895.0,5766.0,20926.0,3203.0
SOUTH CAROLINA,False,2008,23685,False,False,4479800.0,32746.0,307.0,1686.0,,6595.0,24158.0,189950.0,45964.0,126316.0,17670.0
SOUTH DAKOTA,False,2008,3352,False,False,804194.0,2227.0,37.0,562.0,,134.0,1494.0,13867.0,2683.0,10266.0,918.0
